name,average_user_rating,num_user_ratings,min_players,max_players,min_playtime,max_playtime,price_au,price_ca,price_uk
Commands & Colors: Ancients,3.738129058441559,56.0,2,2,60,90,99.99,66.95,47.65
Werewords,3.4067796610169485,59.0,4,10,15,30,29.99,14.95,15.79
Arctic Scavengers: Base Game + HQ + Recon,3.483333333333334,60.0,1,5,30,60,41.99,46.95,25.29
First Class,3.7407407407407405,54.0,2,4,60,75,0.00,64.83,0.00
Snowdonia,3.760714285714286,56.0,1,5,30,90,0.00,83.56,0.00
Five Tribes: The Artisans of Naqala Expansion,4.073170731707317,41.0,2,4,60,90,29.99,0.00,0.00
Age of Empires III Age of Discovery,3.6507936507936494,63.0,2,5,90,120,0.00,997.46,0.00
New York Slice,3.3098591549295766,71.0,2,6,30,45,39.99,30.95,26.85
Orleans: Invasion,4.085714285714286,35.0,1,5,90,120,79.99,53.95,32.49
Whitehall Mystery,3.945116279069768,43.0,2,4,60,90,0.00,102.41,29.56
Pandemic: In The Lab,3.702127659574468,47.0,1,6,45,60,57.99,41.89,35.80
Summoner Wars,3.555555555555555,36.0,2,4,30,60,0.00,0.00,0.00
K2,3.540983606557378,61.0,1,5,30,60,0.00,0.00,24.99
Unearth,3.304563492063492,63.0,2,4,30,60,47.99,30.95,25.99
Arkham Horror (Third Edition),4.052631578947368,38.0,1,6,120,180,0.00,71.91,0.00
Dice City,3.166666666666666,72.0,1,4,45,60,54.99,39.95,28.99
La Isla,3.3043478260869565,69.0,2,4,30,60,44.99,38.95,0.00
Fabled Fruit,3.4166666666666665,60.0,2,5,15,30,64.99,42.95,35.99
Freedom: The Underground Railroad,3.6888888888888878,45.0,1,4,90,120,99.99,350.96,54.76
Nations: The Dice Game,3.462301587301587,63.0,1,4,20,40,0.00,34.95,27.29
T.I.M.E. Stories: The Marcy Case Expansion,3.491228070175438,57.0,2,4,60,90,42.99,40.76,14.29
Irish Gauge,3.666666666666666,39.0,3,5,60,60,54.99,37.95,30.95
Herbaceous,3.349206349206349,63.0,1,4,15,20,0.00,22.95,19.79
Tash-Kalar: Arena of Legends,3.5517241379310343,58.0,2,4,60,90,0.00,48.41,25.65
Fantasy Realms,3.557692307692308,52.0,3,6,20,30,0.00,0.00,15.07
Majesty: For the Realm,3.19315188762072,67.0,2,4,30,45,56.99,42.49,0.00
Blue Moon City,3.317460317460318,63.0,2,4,30,60,57.99,0.00,28.79
Once Upon a Time: The Storytelling Card Game,3.011904761904761,84.0,2,6,30,45,32.99,21.95,17.49
War of the Ring,4.102040816326529,49.0,2,4,120,120,0.00,0.00,0.00
Dale of Merchants,3.5000000000000004,42.0,2,4,30,30,81.99,24.95,81.99
The Great Zimbabwe,3.9047619047619047,42.0,2,5,120,150,0.00,0.00,0.00
Antiquity,3.816433566433566,44.0,2,4,120,180,0.00,175.38,0.00
Carcassonne: Expansion 3 - The Princess & the Dragon,3.288474810213941,69.0,2,6,40,60,27.99,18.95,13.79
Escape From the Aliens in Outer Space,3.2812499999999996,64.0,2,8,20,45,54.99,38.95,19.99
Dominion: Hinterlands,3.8892128279883385,49.0,2,4,30,45,52.99,34.95,29.79
Undaunted: Normandy,4.08,25.0,2,2,45,60,49.99,44.95,19.99
Blackout: Hong Kong,3.731707317073171,41.0,1,4,75,150,69.99,29.99,25.95
Valley of the Kings,3.406779661016949,59.0,2,4,45,60,0.00,133.99,15.21
World's Fair 1893,3.677332836654871,59.0,2,4,35,45,0.00,55.95,0.00
Say Anything,3.1710526315789465,76.0,3,8,30,45,27.99,26.95,17.00
Taluva,3.6428571428571432,56.0,2,4,45,60,0.00,73.95,0.00
Discoveries: The Journals of Lewis and Clark,3.396825396825397,63.0,2,4,60,60,0.00,109.15,0.00
Fantastic Factories,3.6666666666666656,42.0,1,5,45,60,0.00,157.28,0.00
Jump Drive,3.1538461538461533,65.0,2,4,30,45,32.99,22.95,0.00
Star Wars: Destiny,3.563636363636364,55.0,2,2,30,30,0.00,0.00,0.00
Tzolk'in: The Mayan Calendar – Tribes & Prophecies,3.862403100775194,43.0,2,5,90,120,39.99,29.74,23.95
Panamax,3.6909090909090905,55.0,2,4,90,120,0.00,117.77,0.00
Whistle Stop,3.5769230769230766,52.0,2,5,75,90,84.99,37.67,59.99
The Grimm Forest,3.446428571428572,56.0,2,4,45,60,63.99,48.99,34.95
The Duke,3.611111111111112,54.0,2,2,30,30,0.00,38.95,0.00
Heroscape Master Set: Rise of the Valkyrie,3.596491228070175,57.0,2,4,90,90,0.00,0.00,0.00
Outfoxed!,3.5333333333333328,60.0,2,4,10,15,0.00,19.95,0.00
In the Year of the Dragon: 10th Anniversary,3.5362318840579716,23.0,2,5,75,100,0.00,39.95,0.00
Blood Bowl: Team Manager - The Card Game,3.434432234432235,65.0,2,4,60,120,0.00,149.99,0.00
Ginkgopolis,3.6097560975609753,41.0,1,5,45,45,0.00,0.00,35.29
Dungeon Roll,2.8160919540229896,87.0,1,4,15,30,27.99,17.95,0.00
Blue Lagoon,3.8837209302325575,43.0,2,4,30,45,41.99,39.98,23.99
Concordia Venus,4.551724137931035,29.0,2,5,90,120,121.99,70.95,24.99
Medici,3.3965517241379306,58.0,2,6,30,60,58.99,37.95,0.00
DC Comics Deck-Building Game,3.3333333333333344,66.0,2,5,45,45,0.00,35.95,36.49
Terraforming Mars: Venus Next,3.68421052631579,38.0,1,5,90,120,47.99,27.89,24.95
Dune,3.8444444444444446,45.0,2,6,60,180,0.00,0.00,0.00
Star Realms: Gambit Set,3.552884615384616,26.0,1,6,15,30,14.99,7.99,5.49
Kodama: The Tree Spirits,3.216701173222913,69.0,2,5,30,45,27.99,19.95,15.79
Luna,3.994565217391304,52.0,1,4,60,100,0.00,182.17,0.00
On Tour,3.6428571428571432,42.0,1,4,15,25,0.00,0.00,0.00
Belfort,3.3750000000000004,64.0,2,5,90,120,0.00,0.00,0.00
Battle for Rokugan,3.5714285714285707,49.0,2,5,60,75,56.99,0.00,29.79
The Climbers,3.3114754098360666,61.0,2,5,45,60,64.99,45.95,0.00
Silver & Gold,3.575,40.0,2,4,20,20,34.99,17.95,11.63
Risk: Star Wars Edition,3.377049180327868,61.0,2,4,30,45,0.00,112.20,0.00
BattleLore,3.46875,64.0,2,2,60,60,0.00,0.00,0.00
Hostage Negotiator,3.3333333333333335,57.0,1,1,30,45,0.00,23.95,20.58
Super Motherload,3.517857142857143,56.0,2,4,60,75,0.00,47.95,44.75
Rhino Hero: Super Battle,3.5576923076923084,52.0,2,4,10,20,34.99,36.95,16.69
The Pursuit of Happiness,3.345454545454545,55.0,1,4,60,90,84.99,49.49,37.53
Bang!: The Bullet,3.2297297297297294,74.0,3,8,20,40,71.99,40.95,0.00
The Shipwreck Arcana,3.630434782608696,46.0,2,5,10,30,0.00,34.95,0.00
Gravwell: Escape from the 9th Dimension,3.294117647058823,68.0,1,4,15,30,0.00,31.95,31.32
Descent: Journeys in the Dark,3.5749999999999997,40.0,2,5,120,240,0.00,84.99,0.00
Alhambra: Big Box,3.8072562358276643,49.0,2,6,45,60,99.99,165.63,0.00
Flip City,3.0277777777777777,72.0,1,4,30,50,0.00,18.95,15.29
Small World: Be Not Afraid...,3.581395348837209,43.0,2,5,40,80,0.00,201.94,0.00
Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,3.7346938775510203,49.0,2,6,45,60,49.99,0.00,25.13
Age of War,2.996503496503496,77.0,2,6,15,30,0.00,12.95,8.79
Catan Card Game,3.1177777777777784,75.0,2,4,45,60,0.00,0.00,0.00
Fleet,3.2923076923076926,65.0,2,4,30,45,0.00,24.95,18.79
Dark Moon,3.5272727272727273,55.0,3,7,60,75,81.99,53.95,45.49
Ticket to Ride: 10th Anniversary Edition,3.934782608695651,46.0,2,5,30,60,0.00,0.00,0.00
Raiders of the North Sea: Fields of Fame,3.9473684210526314,38.0,2,5,180,240,47.99,31.95,31.32
Wildlands,3.7317073170731705,41.0,2,4,30,60,89.99,69.77,42.49
Torres,3.4107142857142856,56.0,2,4,60,90,67.99,0.00,35.80
Snow Tails,3.4561403508771935,57.0,2,5,45,60,0.00,49.95,39.38
Paper Tales,3.6250000000000004,48.0,2,5,30,45,0.00,42.95,26.85
Haggis,3.4385964912280698,57.0,2,3,45,60,0.00,0.00,0.00
The Big Book of Madness,3.3,60.0,2,5,60,90,56.99,36.95,16.99
Black Fleet,3.3859649122807034,57.0,3,4,60,90,0.00,0.00,0.00
Circle the Wagons,3.3921568627450975,51.0,2,2,15,15,0.00,14.95,8.41
Taj Mahal,3.547169811320754,53.0,2,5,45,90,0.00,50.99,37.59
Poker,3.0921052631578956,76.0,2,10,60,60,0.00,23.43,0.00
Amun-Re,3.7755102040816326,49.0,3,5,90,90,0.00,89.53,59.97
Hyperborea,3.4399999999999995,50.0,2,5,90,120,99.99,100.02,0.00
Q.E.,3.7714285714285714,35.0,3,5,45,45,0.00,44.99,0.00
Dead Man's Draw,3.2267206477732793,65.0,2,4,15,15,27.99,18.95,0.00
Tiny Epic Western,3.096774193548387,62.0,1,4,30,45,42.99,26.95,20.79
Endeavor,3.607142857142857,56.0,3,5,90,90,0.00,0.00,0.00
Ca$h 'n Gun$,3.0370370370370368,81.0,4,6,30,30,0.00,0.00,0.00
Jungle Speed,3.013333333333333,75.0,2,10,15,30,21.99,22.95,7.89
Dungeons & Dragons: Castle Ravenloft Board Game,3.2950819672131146,61.0,1,5,60,75,84.99,21.95,15.99
Great Western Trail: Rails to the North,4.064516129032258,31.0,2,4,75,150,54.99,35.95,17.49
Warhammer Quest: The Adventure Card Game,3.5294117647058822,51.0,1,4,30,60,0.00,0.00,0.00
Finca,3.6799999999999997,50.0,2,4,45,45,0.00,439.59,42.00
Shadow Hunters,2.982222222222223,72.0,4,8,45,60,0.00,0.00,0.00
Mage Wars Arena Core Set,3.4528301886792443,53.0,2,2,84,96,0.00,99.99,42.96
Sol: Last Days of a Star,3.8421052631578942,38.0,1,5,45,90,0.00,0.00,0.00
Unfair,3.6363636363636362,44.0,2,5,60,90,54.99,48.95,36.99
Archaeology: The New Expedition,3.480000000000001,50.0,2,5,15,30,0.00,49.95,15.49
Bruxelles 1893,3.788034188034188,45.0,2,5,90,120,0.00,0.00,28.29
Mage Knight Board Game: The Lost Legion Expansion,4.333333333333333,33.0,1,5,180,240,0.00,48.95,0.00
El Grande Big Box,4.069444444444445,36.0,2,5,90,120,0.00,0.00,0.00
Machi Koro: Harbor Expansion,3.090909090909091,66.0,2,5,20,30,0.00,0.00,0.00
Dominion: Cornucopia,3.720663265306123,49.0,,,,,0.00,24.95,0.00
Crusaders: Thy Will Be Done,3.7209302325581386,43.0,2,4,40,60,0.00,50.95,43.99
"Heroes of Land, Air, & Sea",3.787878787878788,33.0,1,4,30,120,159.99,105.95,89.51
Explorers of the North Sea,3.711111111111111,45.0,1,4,45,60,71.99,0.00,44.75
Talisman (Revised 4th Edition),2.802469135802469,81.0,2,6,90,90,74.99,26.95,40.79
Viticulture: Moor Visitors Expansion,3.9436090225563905,38.0,1,6,20,120,19.99,13.95,11.99
Carcassonne: Expansion 4 - The Tower,3.5142857142857142,35.0,2,6,30,60,28.99,19.54,15.29
Epic Card Game,2.927536231884058,69.0,2,2,20,20,0.00,13.95,0.00
Dvonn,3.8260869565217392,46.0,2,2,30,45,0.00,31.95,29.32
Flip Ships,3.546628407460545,41.0,1,4,30,45,0.00,39.95,35.80
Welcome Back to the Dungeon,3.1958351794417363,61.0,2,4,30,45,19.99,13.95,10.49
AuZtralia,3.6044444444444452,45.0,1,4,30,120,94.99,49.95,60.86
Dominion: Stash Promo Card,3.52,25.0,2,4,30,30,0.00,0.00,0.00
Nippon,3.8571428571428563,43.0,2,4,60,120,0.00,0.00,0.00
New Frontiers,3.8947368421052633,38.0,2,5,45,75,0.00,64.95,54.76
Ticket to Ride: Map Collection Volume 3 - The Heart of Africa,3.4999999999999996,26.0,2,5,30,60,37.99,26.89,17.49
Honshū,3.2857142857142865,56.0,2,5,30,45,35.99,20.95,0.00
Imperial,3.56,50.0,2,6,120,180,0.00,54.95,50.36
The Reckoners,3.942857142857143,35.0,1,6,60,100,0.00,116.33,84.95
T.I.M.E Stories: A Prophecy of Dragons,3.6222222222222222,45.0,2,4,90,180,43.99,9.95,18.59
Ticket to Ride: Europa 1912,3.7045454545454546,44.0,2,5,30,60,31.99,33.00,12.21
Axis & Allies,2.8947368421052637,76.0,2,2,90,90,0.00,574.74,0.00
Carcassonne: The River,3.5000000000000004,86.0,2,5,30,45,39.99,0.00,39.99
Kingsburg: To Forge A Realm Expansion,3.8478260869565215,46.0,,,,,0.00,31.44,0.00
Steam Park,3.2333333333333334,60.0,2,4,60,60,71.99,47.95,0.00
Clash of Cultures,3.7619047619047623,42.0,2,4,180,240,114.99,84.99,0.00
Star Realms: Frontiers,3.9374999999999996,32.0,1,4,20,30,32.99,19.95,15.29
Runewars,3.673913043478261,46.0,2,4,180,240,0.00,0.00,0.00
Tides of Madness,3.1311475409836067,61.0,2,2,15,30,17.99,11.95,9.79
Bus,4.119999999999999,25.0,3,5,120,120,109.99,84.95,60.79
Combat Commander: Europe,4.043956043956043,39.0,2,2,60,180,129.99,205.50,67.49
Cthulhu: Death May Die,4.172413793103449,29.0,1,5,90,90,149.99,99.89,79.99
Dominion: Black Market Promo Card,3.5162162162162165,37.0,2,4,30,30,0.00,0.00,0.00
Cockroach Poker Royal,3.4716981132075473,53.0,2,6,15,25,0.00,12.95,0.00
Planet,3.333333333333333,51.0,2,4,30,30,56.99,42.99,23.29
Via Nebula,3.387755102040817,49.0,2,4,60,60,0.00,42.95,0.00
Quoridor,3.1320754716981134,53.0,2,2,15,15,24.99,39.99,0.00
Alien Artifacts,3.350961538461538,52.0,2,4,60,90,0.00,31.18,28.95
Cuba Libre,3.6428571428571432,41.0,1,4,180,225,0.00,0.00,50.49
Fleet: The Dice Game,3.8787878787878785,33.0,1,4,30,30,0.00,39.49,0.00
Yspahan,3.373974849644614,59.0,2,4,45,60,0.00,48.95,42.07
Vegas Showdown,3.3928571428571432,56.0,3,5,75,75,44.99,151.21,42.96
Marvel Dice Masters: Avengers vs. X-Men,3.333333333333333,57.0,2,2,60,60,0.00,118.32,0.00
Champions of Midgard: Dark Mountains Expansion,3.881578947368421,38.0,2,5,60,120,31.99,22.95,15.85
Colossal Arena,3.203124999999999,64.0,2,5,60,60,0.00,25.49,0.00
Samurai Spirit,3.320754716981133,53.0,1,7,30,45,0.00,0.00,13.58
Dixit: Journey,3.385964912280701,57.0,3,6,30,30,43.99,33.99,14.95
Dungeons & Dragons: Legend of Drizzt Board Game,3.293103448275862,58.0,1,5,60,75,81.99,68.95,0.00
878 Vikings: Invasions of England,3.7272727272727266,33.0,2,4,60,120,104.99,69.95,67.13
Legendary: A Marvel Deck Building Game - Dark City,3.904761904761904,42.0,1,5,45,60,81.99,41.89,24.79
Star Wars: Rebellion - Rise of the Empire,4.3999999999999995,25.0,2,2,180,180,59.99,43.95,35.99
The City of Kings,3.794117647058824,34.0,1,4,45,180,11.99,176.47,6.04
Tortuga 1667,3.294117647058824,51.0,2,9,20,40,39.99,24.95,19.79
The Red Dragon Inn,2.702380952380952,84.0,2,4,45,60,54.99,35.95,30.39
When I Dream,3.34,50.0,4,10,20,40,56.99,35.45,12.89
5-Minute Marvel,3.4374999999999996,48.0,2,5,5,5,0.00,58.34,20.66
Mysterium: Hidden Signs,3.4782608695652173,23.0,2,7,45,60,43.99,25.49,15.79
Thunderstone,3.253968253968255,63.0,2,5,45,80,0.00,483.12,0.00
Pret-a-Porter,3.848484848484848,33.0,2,4,90,90,67.99,52.95,38.19
Imperial 2030,3.9411764705882364,34.0,2,6,120,180,0.00,57.95,0.00
The Captain is Dead,3.5227272727272734,44.0,2,7,90,120,0.00,43.95,39.79
Sagrada: 5-6 Player Expansion,4.1000000000000005,30.0,5,6,30,45,35.99,22.95,17.79
Sentient,3.5718157181571817,41.0,2,4,45,60,0.00,57.38,36.79
Time's Up: Title Recall Board Game,3.8372093023255807,43.0,4,18,60,75,35.99,17.95,0.00
Francis Drake,3.73170731707317,41.0,3,5,90,120,0.00,72.95,0.00
Medieval Academy,3.210526315789474,57.0,2,5,30,30,0.00,36.89,0.00
Tiny Epic Galaxies: Beyond the Black Expansion,4.066666666666666,30.0,1,5,30,45,0.00,0.00,24.16
Mille Bornes,2.444727272727272,100.0,2,6,20,20,0.00,101.06,0.00
Get Bit!,2.8648648648648645,74.0,3,6,15,30,35.99,29.99,13.79
Meeple Circus,3.3333333333333335,51.0,2,5,30,45,49.99,57.99,27.29
Insider,3.24,50.0,4,8,15,30,35.99,21.95,15.00
The Great Dalmuti,2.956521739130435,69.0,4,8,60,60,17.99,14.95,11.95
"Artifacts, Inc.",3.2909090909090915,55.0,2,4,60,75,0.00,0.00,0.00
Mystery of the Abbey,3.275862068965517,58.0,3,6,60,90,0.00,0.00,0.00
Dream Home,3.313725490196078,51.0,2,4,30,45,0.00,46.74,19.99
Ricochet Robots,3.452830188679246,53.0,1,15,30,30,0.00,42.95,36.99
Catan: Cities & Knights 5-6 Player Extension,3.470588235294117,34.0,5,6,60,90,0.00,26.95,18.76
Cosmic Encounter: Cosmic Incursion Expansion,3.717948717948718,39.0,3,6,90,120,0.00,24.95,18.79
Village Inn,3.942857142857142,35.0,2,5,60,120,49.99,0.00,0.00
TransAmerica,3.2881355932203387,59.0,2,6,30,45,46.99,59.99,26.29
Istanbul: The Dice Game,3.5555555555555554,45.0,2,4,30,45,39.99,26.95,17.49
Concordia: Venus Expansion,3.951612903225807,31.0,2,6,60,120,51.99,33.95,24.99
Ghost Fightin' Treasure Hunters,3.642857142857142,42.0,2,4,30,30,0.00,93.00,0.00
Suburbia Inc,3.724999999999999,40.0,1,4,90,120,0.00,27.95,21.99
Lovecraft Letter,3.5416666666666656,48.0,2,6,10,15,49.99,48.00,22.29
Die Macher,3.717948717948717,39.0,3,5,240,240,0.00,0.00,0.00
Legacy of Dragonholt,3.663398692810457,34.0,1,6,60,75,89.99,65.95,45.49
Lowlands,3.638888888888889,36.0,2,5,60,150,87.99,70.49,51.95
Agricola: Farmers of the Moor Expansion,3.697936210131332,41.0,1,5,120,180,0.00,0.00,0.00
Sub Terra,3.571428571428572,42.0,1,6,60,60,56.99,44.99,0.00
Hadara,3.774193548387096,31.0,2,5,45,60,0.00,53.95,42.99
Roads & Boats,4.0625,32.0,1,4,240,300,0.00,0.00,0.00
Newton,3.757575757575758,33.0,1,4,90,120,81.99,56.40,0.00
Reef Encounter,3.7441860465116266,43.0,2,4,60,120,0.00,42.95,0.00
The Grizzled: At Your Orders!,3.805555555555555,36.0,1,5,30,45,21.99,13.89,11.79
Tammany Hall,3.444444444444444,45.0,3,5,60,90,0.00,44.96,44.75
Ecos: First Continent,3.6249999999999996,32.0,2,6,45,75,69.99,48.95,41.99
Dinosaur Island: Totally Liquid,4.06896551724138,29.0,1,5,90,120,69.99,39.89,20.29
BattleCON: Devastation of Indines,3.972972972972973,37.0,1,5,45,60,0.00,84.95,0.00
The Oracle of Delphi,3.3946759259259265,48.0,2,4,75,120,44.99,81.55,0.00
Dr. Eureka,3.137931034482759,58.0,2,4,5,15,37.99,25.99,15.49
Illusion,3.4545454545454546,44.0,2,5,15,20,0.00,12.95,0.00
Small World: Tales and Legends Expansion,3.4999999999999996,26.0,2,5,40,80,21.99,99.99,0.00
Cranium,2.459183673469389,98.0,4,16,60,60,0.00,27.95,17.89
A Game of Thrones: Hand of the King,3.1989898989898995,55.0,2,4,15,30,21.99,14.82,9.45
The Colonists,3.5675675675675675,37.0,1,4,30,360,0.00,73.70,80.56
Red November,3.0307692307692298,65.0,1,8,60,120,0.00,0.00,0.00
Eight-Minute Empire: Legends,3.314814814814815,54.0,2,4,15,30,0.00,25.95,0.00
Tussie Mussie,3.7027027027027026,37.0,1,4,5,15,0.00,24.95,10.95
Mare Nostrum: Empires,3.667441860465116,43.0,3,5,90,120,0.00,96.73,54.49
Legacy: The Testament of Duke de Crecy,3.4274999999999998,50.0,1,4,60,60,0.00,306.01,0.00
Villages of Valeria,3.5022727272727274,44.0,1,5,30,60,24.99,22.95,9.95
Men At Work,3.787878787878788,33.0,2,5,30,45,81.99,0.00,35.23
First Martians: Adventures on the Red Planet,2.941666666666667,45.0,1,4,60,90,0.00,49.99,52.42
Splendor: Cities of Splendor Expansion,3.513513513513514,37.0,2,4,30,60,56.99,42.49,19.86
Balderdash,3.0937499999999987,64.0,2,6,60,60,29.99,19.95,0.00
Terraforming Mars: Colonies,4.0434782608695645,23.0,1,5,90,120,44.99,27.89,22.99
Onirim (Second Edition),3.460526315789474,76.0,1,2,15,15,0.00,54.94,0.00
Core Worlds,3.456521739130435,46.0,2,5,60,60,59.99,36.89,0.00
Founders of Gloomhaven,3.031055900621118,46.0,2,5,90,120,0.00,26.98,50.80
Dice Throne,3.291666666666667,48.0,2,6,20,40,0.00,0.00,0.00
Legendary: A Marvel Deck Building Game - Guardians of the Galaxy,3.7894736842105265,38.0,1,5,45,60,31.99,22.89,15.29
Madeira,3.8857142857142843,35.0,2,4,60,150,0.00,0.00,0.00
Argent: The Consortium,3.7142857142857135,42.0,2,5,60,150,79.99,54.95,0.00
Rise of Tribes,3.492682926829268,41.0,2,4,30,60,69.99,45.95,43.86
Arkwright,3.883064516129032,31.0,2,4,120,240,0.00,330.65,0.00
London,3.4489795918367343,49.0,2,4,60,90,53.99,0.00,28.49
Dice Town,3.188679245283019,53.0,2,5,45,45,0.00,49.99,0.00
Pax Porfiriana,3.7857142857142856,28.0,1,6,120,120,0.00,61.95,45.00
1830: Railways & Robber Barons,4.066666666666666,30.0,2,7,180,360,99.99,79.95,51.91
Ubongo,3.4444444444444446,27.0,1,4,25,25,34.99,0.00,0.00
Automobiles,3.581395348837209,43.0,2,5,45,75,0.00,45.95,42.07
Unlock! The Formula,3.36,50.0,1,6,45,75,19.99,21.00,12.99
Castle Panic: The Wizard's Tower,3.468085106382979,47.0,1,6,60,90,0.00,23.95,0.00
Legendary: A Marvel Deck Building Game - Paint The Town Red,3.837837837837838,37.0,1,5,30,30,31.99,21.89,20.49
Bang!: The Dice Game - Old Saloon Expansion,3.789473684210526,38.0,3,8,15,30,28.99,15.95,15.21
Star Wars: Armada,3.740540540540541,37.0,2,2,180,300,134.99,109.95,68.95
Rex: Final Days of an Empire,3.523809523809523,42.0,3,6,120,180,0.00,299.99,0.00
Phase 10,2.356847939294749,94.0,2,6,45,45,12.99,8.95,0.00
Othello,2.911764705882354,68.0,2,2,30,45,0.00,91.52,12.49
Legendary: A Marvel Deck Building Game - Villains,3.4400000000000004,25.0,1,5,45,45,91.99,0.00,0.00
One Deck Dungeon: Forest of Shadows,3.615384615384616,39.0,1,2,30,45,32.99,22.95,17.99
Forbidden Sky,3.17948717948718,39.0,2,5,60,75,49.99,41.99,14.79
Shipyard,3.523809523809523,42.0,2,4,60,120,0.00,149.99,0.00
Snake Oil,3.163636363636363,55.0,3,10,20,30,0.00,68.59,0.00
Shakespeare,3.474358974358975,39.0,1,4,20,90,0.00,200.73,0.00
Brew Crafters,3.4666666666666672,45.0,2,5,90,120,0.00,54.95,0.00
Genoa,3.2800000000000002,50.0,2,5,60,120,0.00,0.00,50.36
The Magic Labyrinth,3.404255319148936,47.0,2,4,20,30,0.00,26.95,0.00
King of Tokyo: Halloween,3.3260869565217384,46.0,2,6,30,30,27.99,15.95,12.95
Century: A New World,3.858974358974359,26.0,2,4,30,45,49.99,38.99,25.99
Balloon Cup,3.2592592592592577,54.0,2,2,30,30,0.00,326.21,0.00
Betrayal at House on the Hill: Widow's Walk,3.735294117647059,34.0,3,6,60,75,0.00,27.95,16.79
Loot,2.797101449275362,69.0,2,8,15,30,21.99,14.95,9.99
Runebound: Second Edition,3.4791666666666665,48.0,2,6,120,240,0.00,0.00,49.23
Mansions of Madness,3.32,50.0,2,5,120,180,139.99,104.95,70.99
Ticket to Ride: Switzerland,3.7547568710359416,43.0,2,3,30,60,0.00,0.00,0.00
Citadels:  The Dark City,3.4329446064139937,49.0,2,8,60,60,0.00,0.00,0.00
Raccoon Tycoon,3.5151515151515147,33.0,2,5,60,90,81.99,44.95,36.86
Cutthroat Caverns,3.142857142857142,56.0,3,6,90,120,47.99,31.95,0.00
Feudum,3.7812500000000004,32.0,2,5,80,180,114.99,74.95,46.79
Catan: Seafarers 5-6 Player Extension,3.428571428571429,35.0,5,6,60,90,38.99,26.95,18.79
Clank!: The Mummy's Curse,3.955665024630542,29.0,2,4,30,60,33.99,22.95,17.29
Xia: Embers of a Forsaken Star,4.458333333333332,24.0,1,5,60,180,0.00,0.00,38.79
Hero Realms: The Ruin of Thandar Campaign Deck,3.434782608695652,23.0,1,5,20,30,27.99,18.95,16.29
Anomia,3.395833333333333,48.0,3,6,30,30,24.99,14.95,9.49
Mancala,2.8787878787878785,66.0,,,,,0.00,16.76,11.99
Wits & Wagers Party Edition,3.245283018867925,53.0,4,18,25,25,0.00,45.99,0.00
Dungeons & Dragons: Wrath of Ashardalon Board Game,3.22,50.0,1,5,60,60,81.99,68.95,0.00
Dream Factory,3.2452830188679247,53.0,2,5,60,60,0.00,0.00,0.00
Blood Rage: Mystics of Midgard,4.111111111111111,27.0,2,5,60,90,39.99,78.99,22.37
Yedo,3.270833333333333,48.0,2,5,120,180,0.00,138.55,0.00
Civilization,3.7378048780487805,41.0,2,7,360,360,0.00,89.95,32.00
Quarto,3.340425531914893,47.0,2,2,15,15,23.99,32.95,13.95
Cuba,3.214285714285714,56.0,2,5,75,120,0.00,0.00,0.00
Kokoro: Avenue of the Kodama,3.3111111111111104,45.0,2,8,30,45,27.99,17.95,15.49
Linko,3.361702127659574,47.0,2,5,20,20,0.00,57.99,0.00
Tuscany: Expand the World of Viticulture,4.09375,32.0,1,6,60,120,84.95,0.00,84.95
Fields of Green,3.340909090909091,44.0,2,4,45,90,0.00,49.95,0.00
Sword & Sorcery: Immortal Souls,3.8974358974358974,26.0,1,5,60,90,124.99,74.95,58.50
Xenoshyft: Onslaught,3.319148936170213,47.0,1,4,30,60,0.00,75.03,0.00
Sushi Roll,3.5428571428571427,35.0,2,5,20,20,37.99,20.97,17.49
Tumblin' Dice,3.511627906976744,43.0,2,4,45,45,0.00,109.95,0.00
Blokus Duo,3.188679245283019,53.0,2,2,15,15,0.00,18.67,0.00
Elfenland,3.288461538461538,52.0,2,6,60,60,0.00,34.95,0.00
Outlive,3.8214285714285716,28.0,2,6,15,30,0.00,66.95,0.00
Lotus,3.0050847457627126,59.0,2,4,30,45,0.00,50.03,0.00
Istanbul: Mocha & Baksheesh Expansion,4.0,30.0,2,5,40,60,41.99,26.95,16.29
The Game,3.415384615384615,65.0,1,5,20,20,0.00,0.00,0.00
Risk 2210 A.D.,3.306122448979591,49.0,2,5,360,360,0.00,181.84,0.00
Wizard,3.150943396226415,53.0,3,6,45,45,0.00,10.12,0.00
Dead Men Tell No Tales,3.2682926829268286,41.0,2,5,60,75,0.00,161.99,30.99
Everdell: Pearlbrook,3.875,24.0,1,4,40,80,65.99,57.95,42.69
The Palaces of Carrara,3.5694444444444446,36.0,2,4,60,60,0.00,0.00,0.00
Exit: The Game - Dead Man on the Orient Express,4.0,30.0,1,6,60,120,13.99,13.89,14.79
13 Days: The Cuban Missile Crisis,3.714285714285714,35.0,2,2,30,45,0.00,27.95,0.00
Unbroken,3.1707317073170733,41.0,1,1,15,30,0.00,80.82,0.00
Boggle,2.818181818181819,66.0,1,8,10,10,0.00,19.93,0.00
Favor of the Pharaoh,3.3061594202898545,46.0,2,4,45,60,44.99,51.95,0.00
1846: The Race for the Midwest,3.9062499999999996,32.0,3,5,240,240,0.00,63.95,57.28
Runebound (Third Edition),3.4705882352941178,34.0,2,4,120,180,0.00,0.00,0.00
