name,average_user_rating,num_user_ratings,min_players,max_players,min_playtime,max_playtime,price_au,price_ca,price_uk
Turmoil,0.0,0.0,2,2,10,10,0.00,0.00,0.00
Holding On: The Troubled Life of Billy Kerr,3.1428571428571432,7.0,2,4,45,60,44.99,29.95,8.95
The Golden Ages,3.5,18.0,2,4,90,120,0.00,58.74,0.00
The Island of El Dorado,3.1666666666666665,18.0,2,4,25,80,0.00,63.00,0.00
Polis: Fight for the Hegemony,3.8666666666666667,15.0,2,2,90,120,0.00,48.51,0.00
Fuji,3.3846153846153846,13.0,2,4,30,60,0.00,35.95,24.49
On The Brink,0.0,0.0,2,8,,,0.00,0.00,0.00
Battle for Biternia,3.5,2.0,2,4,60,90,0.00,0.00,0.00
Fresh Fish,3.2222222222222228,9.0,2,5,45,60,0.00,0.00,0.00
Tang Garden,3.9999999999999996,11.0,1,4,40,60,79.99,56.95,43.99
Tags,3.5,8.0,2,4,20,40,0.00,0.00,0.00
Babylonia,4.25,8.0,2,4,60,60,64.99,55.95,40.29
Tiny Epic Tactics,3.5999999999999996,15.0,1,4,30,60,31.99,24.95,16.95
Food Chain Island,3.6,5.0,1,1,15,15,0.00,0.00,0.00
Folklore: The Affliction,3.222222222222222,18.0,1,5,90,120,104.99,68.13,52.99
The City,3.3571428571428568,14.0,2,5,20,30,0.00,35.95,0.00
Aristeia!,3.75,8.0,2,2,60,90,0.00,36.95,0.00
The Thing: Infection at Outpost 31,3.45,20.0,4,8,60,120,0.00,796.89,0.00
The Legend of the Cherry Tree,2.9999999999999996,8.0,2,4,20,30,24.99,20.95,14.49
Fast Sloths,4.0,8.0,2,5,45,45,84.99,61.95,43.89
Ragusa,3.263157894736842,19.0,1,5,60,60,69.99,61.68,43.49
Spheres of Influence,0.0,0.0,1,5,,,0.00,0.00,0.00
Nine Tiles Panic,3.0,10.0,2,5,20,20,47.99,49.64,17.00
Too Many Bones: Undertow,4.4,20.0,1,2,60,180,0.00,0.00,0.00
Don't Get Got!,3.6874999999999996,16.0,2,8,0,0,29.99,0.00,18.19
Under Falling Skies,4.0,6.0,1,1,20,40,44.99,25.95,0.00
Deadwood 1876,2.764705882352941,17.0,2,9,20,40,31.99,24.95,19.79
Advanced Civilization,3.705882352941177,17.0,2,8,120,480,0.00,0.00,0.00
Gin Rummy,2.5454545454545454,11.0,2,2,30,30,0.00,0.00,0.00
Legend of the Five Rings,3.6999999999999997,10.0,2,8,45,45,0.00,0.00,0.00
Empire of the Sun,4.111111111111111,9.0,1,2,360,360,127.99,71.95,54.76
Hands in the Sea,4.2727272727272725,11.0,2,2,90,120,0.00,0.00,0.00
Tournament at Camelot,3.5000000000000004,18.0,3,6,45,60,47.99,23.89,0.00
Tokyo Metro,3.625,8.0,1,5,60,90,0.00,44.99,0.00
Santa Monica,4.0,10.0,2,4,30,45,56.99,0.00,29.79
German Railways,2.888888888888889,9.0,3,5,60,60,0.00,191.52,0.00
Money,3.5797101449275366,23.0,3,5,30,30,0.00,20.95,0.00
The Thing,2.3333333333333335,3.0,2,4,45,45,0.00,0.00,0.00
Claustrophobia 1643,4.2142857142857135,14.0,2,2,45,90,0.00,0.00,0.00
Lines of Action,2.6666666666666665,6.0,2,2,20,20,0.00,0.00,0.00
Liberty or Death: The American Insurrection,4.136363636363636,11.0,1,4,180,360,124.99,357.61,0.00
Combo Fighter,3.714285714285714,7.0,2,4,5,15,41.99,36.95,19.99
Warhammer Quest: Blackstone Fortress,4.0,6.0,1,5,120,180,0.00,0.00,78.85
Carnival of Monsters,3.5714285714285716,7.0,2,5,45,45,36.99,35.95,23.99
Paths of Glory,4.166666666666666,18.0,2,2,480,540,0.00,0.00,38.99
Dungeon Drop,3.727272727272727,11.0,2,4,10,20,27.99,18.95,22.37
Button Men,3.0,6.0,2,2,5,5,0.00,0.00,0.00
Battletech: A Game of Armored Combat,3.25,4.0,2,4,90,120,84.99,79.56,53.70
Forum Trajanum,3.714285714285714,14.0,2,4,60,120,84.99,58.95,0.00
Trade on the Tigris,4.0,6.0,3,6,60,60,64.99,84.13,51.91
Magic Realm,3.6249999999999996,16.0,1,16,240,240,0.00,0.00,0.00
Dune: Imperium,4.066666666666666,15.0,1,4,60,120,74.99,49.95,44.75
Age Of Industry,3.4,20.0,,,,,0.00,160.99,0.00
1989: Dawn of Freedom,3.9375,16.0,2,2,150,180,0.00,64.95,45.79
High Frontier,3.615384615384616,13.0,2,5,180,180,0.00,0.00,0.00
Divinity Derby,3.4,5.0,3,6,60,75,44.99,37.95,44.99
Dice Throne Adventures,5.0,1.0,1,4,90,120,0.00,0.00,0.00
BOLD,4.0,1.0,2,4,10,30,0.00,19.99,0.00
Carolus Magnus,3.235294117647059,17.0,2,4,60,60,0.00,0.00,0.00
